DISE	burning sensation	my legs feal they are burning constinly i feal a pain that comes randomly and i also feal it around my ribbe cage what should i do
DISE	seizures and autism	Do partial complex seizure disorders have the same symptoms as autism (high functioning).    If they are pretty much the same what are the differences in them.
GOAL	Sweet Potato and Warm Black Bean Salad	Also from Eating Well d o t comFor a satisfying last-minute supper, it's hard to beat a sweet potato zapped in the microwave. The fragrant filling of beans and tomatoes adds protein. Be sure to eat the skin, which is full of fiber, as well.Makes 4 servingsACTIVE TIME: 15 minutesTOTAL TIME: 25 minutesEASE OF PREPARATION: Easy4 medium sweet potatoes1 15-ounce can black beans, rinsed2 medium tomatoes, diced1 tablespoon extra-virgin olive oil1 teaspoon ground cumin1 teaspoon ground coriander3/4 teaspoon salt1/4 cup reduced-fat sour cream1/4 cup chopped fresh cilantro1. ***** sweet potatoes with a fork in several places. Microwave on High until tender all the way to the center, 12 to 15 minutes. (Alternatively, place in a baking dish and bake at 425 degrees F until tender all the way to the center, about 1 hour.)2. Meanwhile, in a medium microwaveable bowl, combine beans, tomatoes, oil, cumin, coriander and salt; microwave on High until just heated through, 2 to 3 minutes. (Alternatively, heat in a small saucepan over medium heat.)3. When just cool enough to handle, slash each sweet potato lengthwise, press open to make a well in the center and spoon the bean mixture into the well. Top each with a dollop of sour cream and a sprinkle of cilantro.NUTRITION INFORMATION: Per serving: 295 calories; 6 g fat (2 g sat, 3 g mono); 6 mg cholesterol; 52 g carbohydrate; 8 g protein; 9 g fiber; 572 mg sodium; 541 mg potassium.This is also Core if you use fat free sour cream.
FAML	Toddler with flat feet	My 14 month-old had flat feet. This is causing her to walk on the inside of her feet. When she is standing straight, her legs (from the knees down) appear to angle out because she is standing with her weight on the insides of her feet. Our pediatrician says that she will grow out of it but may need orthodics in the future. We also took her to a foot doctor who said the same thing. My concern is waiting until she is 2 or 3 years old and then being told we should have done something earlier because now it's too late. Is there a risk of causing permanent damage to her knee and/or ankle joints or to her growing bones? Should she be evaluated for braces or orthodics now? Any I just a worried first time mom??Thank you in advance for your time and advise.
TRMT	No Blood flow to my follopian tube	I was hospitalized for a few days for some very heavy bleeding& Pain. I am having a Hysterectomy the 12th. When my doctor did an Vaginal Ultra Sound they found that I had no blood flow to one of my fallopian tubes. I was in such pain I didn't even think of asking what this ment. Could anyone one give me any Ideas? I am 30 and have had 2 awsome little boys. I also have had my tubes tied for 6 years so having a Hysterectomy does not cause a problem with me.Stacy
TRMT	Jessica	Hello - I have a couple of questions re vitamins. I am a 33 year old woman (no children). I take the following vitamins: centrum multi, folic acid, calcium+D, (ocassionally b12), omega 3.Is it necessary for me to take the extra folic acid? I was told that this will help with my reproductive cycle when I am ready to have children. Also, when is the best time to take vitamins?I usually take them in the morning when I eat my breakfast.
DEMO	nipple ulceration, scared of Paget's	i woke up 3 weeks ago with a small ulceration on my right nipple. it had grown from 1 mm in diameter to 3 mm in diameter in a couple of days and appeared infected and a second ulceration appeared beside it, so i went to the doctor. the wound did weep yellow fluid after it would get wet. there was no discharge or itching, but my nipple was extremely sensitive. i had assumed it was because of the open wound. i took a weeks worth of keflex and she cultured the ulceration and ordered an ultrasound. everything came out normal. it has healed, but there was no conclusion for what had happened. my right nipple is enlarged and deformed. the areola skin is now dry and i feel a pain that comes and goes in my right breast.my doctor keeps telling me to watch it for a month to see if anything changes before she will refer me to a specialist. i am terrified this may be a sign of paget's disease of the nipple or DCIS. would paget's have responded to antibiotics? what could be any possible reasons for this?i am not pregnant and do not have children. i am 23 years old and my last mens was 01/19/10.any answers or insight will give me some slight piece of mind. thank you in advance for your immediate reponse!
PREG	im new here	I'm new here and wanted to introduce myself I'm 13 weeks and my due date is April 24 2013 this will be my 2nd child thanks!
TRMT	H1N1 vaccine?	I am strongly against any and all flu vaccines and have been my whole life.    I have never had one nor have my 9 and 5 year old kids.    Well my wife joined the panic bandwagon and just had to get it done.    My son they would only give the nasil which made me even more angry.    But the point to my question is that my 9 year old daughter who has cough variant asthma had her shot and 1 hour later she collapsed to the floor and was out for about 30 seconds.    Whites in eyes showing.    She came to and the ambulance was pretty much at the house.    They took her to ER and they did EKG, chest X-Rays, blood work and a few other tests.    Every thing came back normal and they said she must have just passed out due to anxiety or something due to the shot.    The Dr gave me the most political answer when I asked if this could be a side effect to the shot.    She has never passed out in the 9 years she has been around all of a sudden she gets a vaccine and boom.    I just want a honest answer.    Becuase the medical field does not want people to think vaccines are dangerous and when something does happen it seems like they try to hide it to not scare the rest of the community.    Any answers would be great.    Thank you
GOAL	B12 Doctor Needed	Does anyone know of a doctor that gives b12 injections in Southern Maryland? I am located in the Clinton area.
GOAL	hmmm	"As I've started to answer questions here at MedHelp.org, I'm flabbergasted about the number of readers that are looking for HCG injections for weight loss.HCG injections do not cause weight loss. I'm sorry to burst all your bubbles, but it just doesn't.For dozens of years these have been specifically not allowed by the FDA for treatment of obesity and weight loss. I recall that it's sometimes prescribed as part of infertility treatments and IVF, though. Here's the link to FDA guidance about those wanting to advertise about HCG injections"" FDA requires all labeling and advertising of HCG to state that it has not been demonstrated to be effective in the treatment of obesity. The ads must also state that HCG is not approved by FDA as safe and effective in treatment of obesity of weight control.""hmm..odd..."
TRMT	Problems breathing since I started dieting	I'm a 22 year old female, I weigh 209.5 lbs currently (weighed 215 lbs on Nov 8th when I started my diet plan), and I'm 5'2'' tall. I now exercise 45 minutes 4 times a week and aiming to every day of the week. When I calculated my BMR (according to moderately active since I started exercising and I move a lot at home with my two little kids), it was 2440.My diet plan is eating 1440 calories a day, and exercising as mentioned above. I should mention that before starting on Nov 8th, I had not exercised or done anything close to exercising (not even walking, I hardly ever go out since I had my kids), and I started with 45 minutes of light calisthenics (focusing on abs, legs, and arms - Tracy Anderson method for post-pregnancy exercise). I have also noticed that I usually reach only 50% of my needs of Calcium, Iron, and Potassium per day.About a week ago, I started to feel suddenly unable to breath right, not while exercising or after it, just arbitrarily. I just feel like I can't take a good deep breath for a short while and it comes and goes throughout the day. Can this be related to my diet or exercising? Maybe due to low iron intake? Although I have had mild anemia when I was pregnant, never got it checked again after that and stopped taking iron pills after childbirth. Any thoughts?
GOAL	Different Sized Pupils	I am a bit concerned.It all started over three months ago with tingling on my right shoulder, my left knee down, left arm (elbow down), back of the neck (at times) and tailbone area.    Headaches are pretty much a daily occurance (at time I would explain them to be migraines). I've had some leg pain in my left leg, almost as if it feels like it's been worked out a bit too much (although, I don't work out).    I have blurred vision periodically throughout the day. I tire very easily, two hours after I wake up I feel exhausted and need a nap. Increased visual floaters.    I seem to get into these spells where I feel like I am in a complete daze, perhaps what they call brain fog. Now, the most recent I've noticed is different sized pupils (periodically throughout the day). The list goes on.My initial research led me to beleive that I have MS considering it started with vertigo and tingling.    I have seen a neuro and all tests came back normal including my MRI tons of blood work all came back normal no signs of inflammation.    The only test that came back a bit iffy was my cortisol levels I was on the very low end of the normal scale.Do you think the most recent symptom (different sized pupils) is a cause for concern?Here is what my MRI report said:BRAIN MRI results:Clinical Information: Patient describes headaches, mild dizziness, blurred vision with numbness and tingling in the lower back, left upper extremity and left lower extremity.Technical Information: Sagital FLAIR, axial T2, axial proton density, axial FLAIR, axial T1 post-gadolinium, and diffusion-weighted imaging of the brain was performed.    During the emamination, Omniscan 12cc was administered.Interpretation: MR imaging of the brain reveals three punctate foci of long TR signals abnormality within the left frontal lobe subcortial white matter as seen on series 4, images 3 and series 6, image 19.    Phase artifact is superimposed over the left tempral lobe.    Mild symmetric hyperintensity marginates the anterior and occipital horns of the lateral ventricles attributed to failed CSF suppression.    Prominent perivascular spaces are present withn th eanterior perforated substnce. No corpus callosal periventricular radiating lesions characteristic of a demyelinating process are identified.    There are no enhancing lesions within the brain parenchyma to suggest and active infammatory process.    Thereis no abnormal intrcranial mass or mass effect.    The cerebral sulci appear symmetric and age appropriate.    The ventricals are not dilated.    The basal and cisterns are not effaced.    Flow voids are present within the cavernous carotids and vertebrobasilar system.    The cerebellar tonsils are not low lying. A retension cyst is present with the lateral recess of the left phenoid sinus.Conclusion:1. Three nonspecific punctate foci of long TR signal abnormality within the left frontal lobe white matter.2. No evidence of acute/subacute infarct.3. No abnormal intercranial mass or mass effect.4. A rentention cyst within the lateral recess of the left sphenoid sinus.CERVICAL SPINE MRI results:Conclusion:1. No abnormal signal or enhancement within the cervical cord to suggest a demyelinating process.2. Mild multilevel degenerative disc disease in the mid and lower cervical spine without critical degenerative spinal canal or neural foraminal narrowing.3. No facet arthropathy.
DISE	Possible Brugada ?	I am very frustrated concerning my 38 year old daughter. She has mitral valve prolapse with regurgitation. They have been watching it for some time now doing echo's and TEE's. The cardiologist    says that it is getting worse now , it has become severe and she started to look for options for surgery. Her insurance won't let her go outside NYS so she cant go to Cleveland Clinic where her Dr. wanted her to go. The hospital that was chosen was Strong Memorial in Rochester NY. Well she had the consult and actually set up surgery thinking that both leaflets in the valves are shot and that they would be repaired. The surgeon reviewed the previous tests and he did an echo and he is not in agreement with my daughter's cardiologist he feels that it is moderate and not severe. He told us that you never do heart surgery to early because of the risks and you have to watch to make sure you don't do it late either. They wanted her to do a stress echo which she just did. That was what his findings were that he feels it is just moderate and not time to do the surgery.When she had the stress echo done the Dr. told her that when she started she had all these extra beats that were all over the place and she should have that looked into. I need to give you some past on my daughter. She went into cardiac arrest 4 years ago. They feel it seemed like because her potassium was low. It was a miracle that she pulled out of it. It happened when she was driving her four small children. They implanted a defibrillator and nothing has happened since. The cardiologist looked at her stress echo and had another Dr look at her results and he said that with her past history, he feels she may have Brugada syndrome and wants her to look into this. We have gone from one bad thing to another. What I am searching for is what tests are done to find out if you have this? Are they accurate tests or dangerous? Has anyone ever had heart surgery with this disorder and have had positive results from it. Any help would be greatly appreciated please.
DEMO	I have over stretched my foreskin	Hi, I'm 13 and have been masturbating for about a year now ,while I was masturbating recently I had a tight    grip on my penis and since since I am not circumsized I was trying to pull back my foreskin. I felt a sudden sting and the shaft area of my penis and saw a red area and looked almost like there was a small bruise on my penis I pulled the skin a liitle more and I just couldn't take the pain I touch the area of my penis and felt a stinging pain on my penis I think I just streched it too much and the skin on my penis was pulling apart I'm not sure what to do now if I just do my normal routine or what I hope it's not going to get infectedd.
DISE	digoxin discontinued? CHF	Is it common for someone to be taken off of digoxin after 3 years?can a person be off of it for a short time like 2 weeks and then resume treatment?does it have to gradually be introduced again? or can it be taken at original prescribed dosage?my dad was taken off of it because his rate dropped below 60 beats and was causing him to be knocked out for most of the day when he went off of it his symptoms improved now its been 2 weeks and he is showing signs of loss of appitite,sleepiness,slow in speech, stomach acid, nasea Can the digoxin be retintroduced without any big adjustment to his chemistry?he is 81 years old along with rheumatoid arthritis , and enlarge prostate has anybody ran into this change in medial plans for themselves or others?
GOAL	lasik operation	Sir, madamI am chetan pradhan from india, studying engineerin(1st year). But my eyesight is weak, i.e. the power of my eyes (both) is -7D.(myopia)So i am interested in doing lasik operation in india itself.I am 19 years oldI would be grateful if you let me know the details and also wheter it would affect me in carrying further studies.thanking you.chetannutshell_cj***@****
PREG	concern about retrival for IVF	Today I went in for my u/s and I am kind of concern because it looks like I'm going to have two large follices and two very small ones. The two large ones are exactly the same size which is 18.3.    I'm doing ICSI, but I'm worried that i'm going to go through retrieval and find out the next day that none of them made it because they are probably going to only be able to retrive two.    My question is has anyone gone through retrieval with a small amount of follicles and have them all fertilize? This is so hard.
SOCL	Vaginal Pain In Need of help!	Hello,I'm a 19 year old female who has been having mysterious vaginal pain for about a year. I had never had sex until last year with my boyfriend. We were both virgins and so we started off without using condoms. I kept pushing for it but every time we did use one I felt a burning sensation. It took me awhile to realize what was happening. It wasn't until I threw him across the room and felt like someone had poured acid on me did I think I might have a latex allergy. I burned for 4 days and on the 5th day I broke out into hives all down my back, bottom and back of my legs. Since then I have not been able to have sex without extreme burning. It got to a point where I would break out into tears while we had sex. I've been to gynecologist who assumed I wasn't using lube which I have been. I found a sight about vaginismus and it seemed similar. With mental work I have made it easier to have sex but I still am so dry even with lube. I burn after and have to wash myself immediately. I swell up and going to the bathroom feels like someone just slice me open down there. I have been checked for everything under the sun. At least 6 times within the last year all coming back normal. I get yeast infections a lot though and an intense dryness that just wont go. I went to a doctor and I have been given three different types of vaginal steroid cream none which have helped if anything they made my skin more sensitive. I have been using a vitamin E cream but it hasn't seemed to help much. My boyfriend is scared to touch me now and I am terrified for him to touch me. I recently went on antidepressants which the depression I think has come from this a lot but I feel as though I have gotten dryer more recently. I can't live like this. I burn after any sexual act and I become in flamed. I have had latex testing and it has all come back negative but they believe I am allergic still. I live in Canada and could go to a doctor if I could find on that really wanted to help me. Please someone, anyone. A Doctor please please help me give me a clue I am desperate to understand what is happening with me. Tell me what to do how to fix this I just need something anything to manage this.    Thank you.
SOCL	Negative Rh factor	I have a Negative Rh factor and my husband is positive. I believe my daughter is negative. What are the chances that our other children will be negative? ( A-, O+ and daughter is I think O-?)Off the topic a bit but anyone know anything about reoccurring leg pains, thought it might be hereditary or something. Thought it was due to lack of Calcium too but doesn't see that way any more I take 3 600mg tablets a day some times a little less maybe one more every now and then.thanks in    advance.
TRMT	hysterectomy gone wrong	my sister had a hysterectomy coming up to 2 years this may, an she has never recovered. she has seen countless doctors, an been back for keyhole surgery since, an has never been told exactly what has happened. She is now in a wheelchair, an suffers constantly with unbearable, an only what she can describe as severe pressure pain, and she feels as though she is dragging her stomach behind her. She is now on mophine, an a lot of paracetamol. She doesnt get any relief hardly with the pain, an cannot do anything at all for herself. It was supposed to be a straightforward hysterectomy, and a large fibroid removed, but this has turned into a nightmare. Before she had this op, she worked full time. Can you help in anyway. Ann
GOAL	iris turning white	I just noticed the top of my iris in both eyes have turned milky white in color. (I have brown eyes) It is about 1 mm in width and extends over the tpo portion of both eyes. Could this be due to improperly fitted contacts? or some other eye problem?    The reason I noticed it is because I examined my eyes after my contacts ( 1 month wear) seemed to be irritating my eyes- had itchy, slightly red eyes for about 1 1/2 weeks then started wearing glasses
GOAL	Left Eye problem - cannot figure it out	I only have problems with my left eye. I constantly day in and day out have irritation and pull strings of yellow and white out. I have even pulled black stings over one inch out that have black calcified balls on them. It feels as if floaters of blurred goo pass over the eye and I cannot see most of the time. The mucus I pull out is very thick and murcky feeling and feels as if there is no end - I can literally feel it coming from behind the eye. There is constant pain behind my left eye, pain in the left nasal passage which becomes very stuffy, pain in the cheek bone and left ear. It feels like pink eye and I have all of the symptoms except for the actual pink. If you look at eye you can see yellow discoloration on the eyelid and under it looks like I have a constant black eye. I have tried to track everything from out door pollutants, to food or certians surroundings and nothing. I have seen so many doctors and I have not gotten help.
TRMT	B6 Toxicity	are you tired and panicy and can't sleep, were you like this before, or are you only like this since taking the B6?
FAML	acting out	My daughter is 2 half yrs of age, and I know she is acting out right now.. my husband, her    father left for the Marine Corp boot camp... and ever since he left she is having a super hard time. I tell her to do something and she tells me No. I have tryed time outs and I am trying to understand and help her she cry's for an hour each night for her daddy, and it just breaks my heart i just tell her he will be home soon he is at work. She screams at the top of her lungs when she does not get her way, and when i am cooking I tell her stay out of the kitchen mommy has to cook she looks at me and says no. I remove her from the kitchen then put her on time out for not listening then when i go back to explain she laughs in my face, she has never been like this it seems likes it getting worse.. my question is, is this her acting out and how do I get control on it? Or is this part of developing? She has always and still is a good child I just need to get advice to help. Please help me... she is    daddy's little girl and they are close, I need advice to get her through this.Thank youJessica
DEMO	checkin cm?	just wondering how to check cm to see if your ovulating? also, is charting your temps really that helpful? i was looking into buying a bbt thermometer but i just wanted to see if it helped first! thanks in advance for any help!
GOAL	Muscular Calves?!	I have been running for about 6 months now, I started off slow and only covered about 1km or so and now I'm doing up to 4km. I am tall so a faster pace is always easier for me and I sometimes throw one or two sprints in the distance.What I have noticed recently though is that my calves are looking pretty bulky!! It is annoying me because I am a teenage girl and bulky limbs don't look too good.I have been running quite regularly recently since getting an exercise buddy and I usually cover 3-4km run with two sprints in it and a 5-10minute brisk hill walk and then a ten minute slow walk to cool down.If this is how I exercise 3-5times a week, what can I do to avoid getting very bulky calves and adding to my built look and also any tips for quickly cutting down inner thigh fat?Thanks so, so much! xx
SOCL	Rash	Its only happening to me the older I get, I am 35, but it seems in the last 2 years, after standing in the cold, not for lopng, but I come home with rashes all over my body, what is this?
DISE	lexapro	I have been taking lexapro for about a year for anxiety. It helps alot.    Problem is I have gained 40lbsThis is the only side effect I had from it.    I hate to quit taking it because it does work.    How is the best way to stop taking it?    Also will my anxiety attacks come back?
PREG	CD2 after Provera	"Hey ladies! :) So I am so excited to report that I finally started my bleed yesterday after stopping Provera on Tuesday!    I have a question for you guys since my doctor's office is closed... I have to go get LH blood work on CD3 but I am not sure what is actually considered ""CD3""...Saturday was more than spotting but less than a steady bleed, so would today be CD1 since it's more of an actual bleed?    I am due to start my first round of Clomid on CD5...so I wasn't sure!"
DISE	jaw pain with headaches	Hi, can you please help? I have severe jaw pain that turns into a really severe headache. I feel it in my face and neck and jaw. It starts usually on the left side of jaw and goes everywhere from there. Even when I bend over I feel pain in the head. I've been to the doctor, neurosugeon, chiropractor and seeing a dentist.    Nothing is helping. I dont have popping or grinding. I tried to wear a mouth gaurd and only seems to make things worse. Im getting ready to get a loose filling fixed but whats the problem thats causing all this? Plus I have a couple of deep fillings but it doesnt seem like the dentist thinks its that. Its been goin on for a year and a half now. Its hard to do daily activites so I need to get this under control. I know I have ringing in the ears sometimes also.But Ive had that for several years with no headaches then. Please help and thank you for your time.
DEMO	hotflashes and nightsweats	I'm 34 and ive bn on several birth controls and was told my hormones were fine. But, I havr irregular periods. Could you explain why om having hotflashes and nightsweats sooo bad?
SOCL	Help me, sex worries.	So today me and my girlfriend were having intercourse when I pulled out (I was wearing a condom) and the condom got stuck and the semen came out. She was on top so the semen fell onto me but I'm still a bit worried. My question is what are the chances of her getting pregnant because of this? She has been on birth control for about 3 months now. Answers would be very much appreciated. Thank you!
TRMT	my mother's ct scan	my mother was referred to undergo a ct scan with iv contrast on her lower abdomen. this was due to pain shes feeling on the lower left side of her tummy and lower back.    her attending doctor suspected an ovarian cyst when he tried to feel and touched the part that was pointed by my mother.I already got the result of the ct scan just now. but her doctor will not be available until next week.the lower abdominal ct scan says:HISTORY: Palpable mass left lower quadrantAxial slices of the whole abdomen taken at 10.0mm interval without and with oral non-ionic IV contrast reveal a 2.0cm long ectasia of the distal abdominal aorta before its iliac bifucation, measuring approx. 2.8 cm in its maximal diameter with demonstrable intraluminal thin hypodense rim consistent with minimal thrombus formation found along its posterior wall.    The rest of the abdominal aorta including the iliac tributaries shows minimal segmental rim calcifications.IMPRESSION:-distalmost abdominal aorta bordering to aneurism(aneurysm)with minimal thrombus formation-kindly correlate re: apparent findings of as follows:rectosigmoid polypoid lesions.left psoas to iliopsoas hypodense focus: to rule out a lesion like abscessresolving hematoma etc.-atrophic uterus with monkeberg's arteriosclerosis kind-incidental note of probable hepatic cystswhat does this mean in plain language?    Can you help us explain what the result says?Thanks a lot in advancemr. J
SOCL	Big dark bump over where appendix used to be.	I had an appendectomy about 2 weeks ago and a large painful bump has appeared on mt lower right side where my appendix used to be. It's like a dark purple and it has a streak on it. I feel kind of light headed like I might pass out and my temp is only 98.7 . I made a dr appt for 2 days from now but I'm a little worried do I need to get it checked now?
PREG	Pregnant with NO SPERM???	"Hello everyone,In Sept. I had a laparotomy done for stage 4 endo and cysts. After that my obgyn sent me to a fertility doc b/c she said the ends of my tubes looked ""clubbed"" (the finger-like things were shorter). So fertility doc said IVF would be my best option b/c I am high risk for ectopic pregnancy. Well, I went for workup blood and we found out I was pregnant. It was however an ectopic pregnancy. But here's where it gets strange, my husband went in for a semen anaylisis and it came back NO SPERM! Now he had smoked marijuana a week before this test, so the dr. scheduled another one for a month later, which was today, he has not smoked marijuana in about 2 months but his anaylisis came back no sperm again!!! How can he have no sperm and I got pregnant??? I am faithful to my husband, I have NEVER strayed. They told me that the marijuana could have been a cause and sometimes could take 3 months or so to leave system, however at the time I had gotten pregnant he was using marijuana almost everyother day. ( i have since fought with him to quit which he has) Andwhen I told the Dr. that she didnt really have an answer. Has anyone ever heard of a semen anaylisis comming back twice no sperm but the female had been pregnant a month before???"
GOAL	Enlarged, tired eyes & visual problems?	I'm under 40 years old.    My eye prescription is -11.5 and -9.5.    Diameter = 14.0.    I wear regular (not toric) contacts.    I    had surgery a few years ago to stop a slight retinal tear.    The tear was diagnosed early and follow up visits have been completed with no issues.    I use the computer daily. I look at small computerized text and small print all the time.The problem:My clarity & distance vision seem to be getting worse - although I still read about the same on the eye chart test.    My peripheral vision is distorted.    When people walk close to me from a side angle, or are directly in front of me (maybe around 1-2 feet away from me), it's near impossible for me to maintain eye contact without blinking often or feeling 'cross-eyed'.     I blink a lot to 'refocus' my vision.    I have extreme light sensitivity. My eyes look big.    They look    unfocused & HUGE (like 'deer in headlights') in photos.    They looked normal in photos a few years ago.    One eye looks slightly larger than the other in recent pictures.    Doctor measurements say the pupils are within the same size range.    My eye lids are basically normal.    One doctor suggest one eye lid hangs very slightly lower - making the amount of 'white' of one eye less prominent    - making the eye appear smaller than the other.    Occassionally, I have headaches (not migraines) on only one side of my head.    My eyes are always a tired, strained and sometimes red.    I don't have any eye pain worth mentioning.    One eye 'pulses' or 'ticks' sometimes. Since retinal tear surgery, I have an occassional small 'floater'.    I occassionally see 'ripples of light' within one eye.    When it happens, it's kind of like how the material within a LCD computer monitor screen 'displaces' and 'spreads out' when you run your finger down the LCD screen...    How I view color:    One eye sees a white paper as a slight tighted or off white, compared to the other eye.    I passed every eye test (color blindness tests, visual field, optic nerve, retinal test) that my multiple eye doctors gave me.    They think my eyes are just getting old.    CAT scans were not done, since my symptoms are too vague.    My primary care doctor ran blood tests to rule out thyroid and autoimmune stuff - and couldn't find a problem.    I'm tired of doctors, but think something is not right.    Your thoughts?
TRMT	NOT EATING!!!!!!!	Sunday night i had crab legs, taco salad, and lemon pie. Monday morning when i woke up i wasnt hungry. I used the bathroom a lot (#2) and drank mostly water. I got sick once. I dont know whats wrong with me because i usually eat like a bottomless pitt!!!!!!!!!
PREG	Help! I need advice	I had unprocted sex on feb 26/27, we used a condom but half the time we also didn't use one. I kno pre-*** can make a pregnancy occur but I think the chances are slim. I was supposed to get my period on March 13th, but i still didn't get it up to day. It's 9 days late and counting. I am experiencing terrible back pain, my breasts are so sore they hurt every time I roll over in bed. I didn't gain weight, a lil bit of nauseau but no vomitting. No weird food cravings, and now I'm getting a white creamy discharge, just a very little. My period never been this late before, I'm planning on taking a pregnancy test by next week Tuesday and a blood test later that week. May my body just be fooling me that im pregnant? It sometimes feels like it's all in my head yet these symptoms r really happening.
DEMO	Pain where breast and armpit meets	I am 28 and have been exp. pain that started on the right side of my left breast about four months ago. I didn't injure it but I thought I might have so I have given it some time to heal. However, I had the flu over the fourth of July and was at a funeral and my breast/chest hurt very badly along with extreme dizziness and feeling like I didn't drink my V8 juice (you know where they walk sideways because they didn't have their V8). I felt like/sometimes still do, feel like I'm just going to topple over.    But I didn't have it checked. Over the past four months, this pain has grown from that orginating spot, up, above my left breast, up through to my collar bone on top, over to my far left shoulder tip (to where the shoulder looks a little dislocated), and esp. hurts in my armpit/breast region. I also have had pain under my left breast, by where I think the rib cage ends. There is a protrusion there, like the bottom of my rib cage has a bit of bone that sticks out. That started about seven years ago. I had a NP look at it and she felt it too. My right side is not like that. I have had problems wearing bras because of this. There was a mammogram and Cat scan done back then, but everything was fine and the NP said she didn't know what is was. I was young and have been living with that pain for a while and didn't insist on getting an answer.    It goes into my back shoulder blade, where it hurts to breathe lately. Today, my current NP ordered x-rays of my shoulder although I told her it felt like my glands were swollen. The x-rays were fine. Has anybody had something similiar or maybe have an inkling of how I can approach figuring this out? I will do the mammogram and utlrasound the NP has set up for me, but what if this shows nothing? It's like they tell you you waited to long to come to the doctor for pain relief but other times they tell you you came too soon. Screwed if you do and screwed if you don't. I don't want to do anything crazy but this pain is limiting my life-I can pretty much only lay in bed because if I'm asleep then I won't have to deal with the terrible pain. Any help would be greatly appreciated.
TRMT	regarding the P Alkalinity value in lever	Good day sir,My SGPT and SGOT values are with in the range when last tested they are in the range of 23    and 21    and the P Alkalinty value is around 225    and Iam an occasional drinker and some I consume more kindly advice to bring this Alkalinty to normal and Iam using the Himalayan drug Liv 52 DS daily to keep the liver function in good conditionkindly suggest regarding thisBest regardsvkymr
PREG	teacher or student? maybe a little of both!	"My daughter who just turned 5 in April started kindergarten. She has never been to preschool or daycare as I am a stay at home mom. On her assessment test she scored a little low and the teacher acted like maybe I should hold her until she was 6 but then I talked to the counselor who assured me my dd would get intervention and be caught up.Her teacher called me at home from her home after only the fifth full day of school and wanted to discuss some things with me. The first thing is that my daughter had her shoe off for whatever reason and took her shoe to the teacher and just held it to her b/c she needed help putting it back on but she wouldn't ask,I should add my child is very shy and reserved especially in a public setting, the teacher told me she asked my child what she needed a few times and she wouldn't answer so she took her out in the hall and sat her down and and told her if she wanted her shoe back on she would have to ask so my child screamed ""put my shoe on"" and was upset. The next thing is that she asked them all (there are 26 kids in this class) to take out the blue crayon and my daughter took out pink (she knows her colors) and refused to get blue out so the teacher took the pink crayon away from her and this upset my daughter. She also told me my child has a hard time following 3 and 4 part directions and that that concerns her. She told me it may be a good idea to talk to my child dr. about this. She made me cry because she is acting like there is something wrong with my child! I had a talk with my daughter and she has been doing better on her behavior and at listening to her teacher but the teacher says she is still not catching on like the other children and to talk to her Dr. this concerns me. Is there something wrong with my child? The teacher says my daughter is the only one out of 26 kids to have these issues, is that believable? This is only her second week of any kind of schooling is this teacher jumping the gun? I feel like she has already singled my child out. Sorry this is so long but I am lost, this is the first child I have ever put in school. Any advice will be great!Thanks in advace,Lauren"
PREG	Ashtyn Update..... :-(	Saturday I had to take Ashtyn to Urgent Care because his ear was tender and he was screaming a lot. Well, they told me he had ear infection in both ears and put him on amoxicilin. Well, he was not getting any better and he was throwing up everything he was eating so I took him to the ped. She told me that his ear drum has ruptured and put him on a liquid version of the Z-pack that adults take. Basically a strong antibiotic!So, besides that, he is 6 months old today! We go to the neurpologist on Monday (Christmas Eve) so I will keep you all posted!!!!
PREG	am i prego	i am four days late on my period. i have cramps like i am goin to start but i dont. i have dizzyness and i get headaces. i have some werid cravings. like no for instance i am craving some peanuts. i have tender breat. i had sex last night and about the 11th of last month. i havnt started yet. does this mean i am pregnet?
TRMT	breast/pain	I am limited to what type of excerzing I can do without the discomfort that comes with back, neck, and breast pain from the weight.    I just want to lose this belly and love handles..
TRMT	What can someone do when a diastasis is causing all types of medical problems; pa...	Good Evening Everyone!I have been desperately searching the web for some hope regarding my diastsis and the associated problems from it. I had back surgery in 2006 after having my son in 2005. I look like I am between 6 and 8 months pregnant and there is a physically visible and unquestionable separation of the abdominal muscles. I have digestive problems and have been on COPIOUS amounts of dangerous painkillers so that I can work (against doctor's recommendations) through the pain. I feel that my only chance to lose this hanging weight and lack of strength around my middle and get off these pills is to have this surgery. However, I cannot afford to pay for plastic surgery. What are the chances my insurance will pay? I have had a c-section and back surgery (lumbar area) and there is ZERO muscle tone to hold anything in. I have been put on anti depressants because of all of this and the meds I take (aside from their dangerous nature just because of what they are) cost my insurance between $1,000 and $1200 per month as it is. Any advice at all will be so appreciated as I have been depressed and in pain just thinking I was fat and deformed until I read about the diastasis. Now I feel there is hope, IF I can get my insurance to cover it...I am going to post most of this online as well in the hopes that more people can offer me guidance. Thanks again for your time, take care!I want to get my life back; end the pain, get off these dangerous meds, and feel good about myself again. Maybe stop being depressed too...?!
